"customer_id","age","customer_id (right)","visit_count","Cluster"
"d343ea3C9cdEe6e",77,"d343ea3C9cdEe6e",3,"cluster_1"
"2B9cA6e14796d7F",70,"2B9cA6e14796d7F",2,"cluster_1"
"CD920b289A1409A",63,"CD920b289A1409A",2,"cluster_1"
"5cDd94C6FC8F2Ee",42,"5cDd94C6FC8F2Ee",2,"cluster_2"
"e93b5A3cA7f28Dc",63,"e93b5A3cA7f28Dc",3,"cluster_1"
"3eB5Dac4d8a9855",35,"3eB5Dac4d8a9855",2,"cluster_3"
"D7810CDBaFaF4aC",21,"D7810CDBaFaF4aC",6,"cluster_0"
"4F7f9eCa7B300D5",28,"4F7f9eCa7B300D5",2,"cluster_3"
"adDCE4F222F74CF",35,"adDCE4F222F74CF",3,"cluster_3"
"a5Ec555C948ceB5",21,"a5Ec555C948ceB5",6,"cluster_0"
"111E9CbcEe9E0fc",70,"111E9CbcEe9E0fc",2,"cluster_1"
"49AcAE8Ecf0B01a",42,"49AcAE8Ecf0B01a",4,"cluster_2"
"D76EeeC7F3dBA50",35,"D76EeeC7F3dBA50",3,"cluster_3"
"608F2cBEF0aFe1d",28,"608F2cBEF0aFe1d",2,"cluster_3"
"6804affEA03a08D",42,"6804affEA03a08D",5,"cluster_2"
"bfA3B9AF96f5ae5",42,"bfA3B9AF96f5ae5",5,"cluster_2"
"bfBB64146Cf92F4",14,"bfBB64146Cf92F4",6,"cluster_0"
"bCBD3adCFe53eAa",70,"bCBD3adCFe53eAa",3,"cluster_1"
"d1D1C9bc84bA6C6",28,"d1D1C9bc84bA6C6",3,"cluster_3"
"D14Bba6ca1B2f1d",49,"D14Bba6ca1B2f1d",5,"cluster_2"
"aD00cF23ceDA6F0",14,"aD00cF23ceDA6F0",5,"cluster_0"
"8adF9b9d99D9ea1",63,"8adF9b9d99D9ea1",4,"cluster_1"
"c25EBAdfd9939b6",28,"c25EBAdfd9939b6",2,"cluster_3"
"c23a5CbF2ed52da",63,"c23a5CbF2ed52da",3,"cluster_1"
"161a6Ac107DeaD0",35,"161a6Ac107DeaD0",2,"cluster_3"
"fa8b6cEcbdF52f7",21,"fa8b6cEcbdF52f7",5,"cluster_0"
"Bcf4781a01cEDF2",14,"Bcf4781a01cEDF2",6,"cluster_0"
"E6c4cbD1ddeC8d1",28,"E6c4cbD1ddeC8d1",5,"cluster_3"
"c8FEB81AaEaEc8c",49,"c8FEB81AaEaEc8c",5,"cluster_2"
"9BbCbfFE7b1E45a",42,"9BbCbfFE7b1E45a",4,"cluster_2"
"aaa5AAfEDF4FFdB",35,"aaa5AAfEDF4FFdB",5,"cluster_3"
"f7a006A82Be2E5C",14,"f7a006A82Be2E5C",5,"cluster_0"
"B2bE7A3EfaCc5ac",35,"B2bE7A3EfaCc5ac",2,"cluster_3"
"944Bfaac7EBCaD8",49,"944Bfaac7EBCaD8",4,"cluster_2"
"a172f8d04cd8EC2",63,"a172f8d04cd8EC2",2,"cluster_1"
"aDBf9B5053152c8",35,"aDBf9B5053152c8",4,"cluster_3"
"Eb5e362DF6d0D8F",42,"Eb5e362DF6d0D8F",2,"cluster_2"
"0A67dcf88485b94",63,"0A67dcf88485b94",3,"cluster_1"
"07477a5Db2dAcdd",21,"07477a5Db2dAcdd",6,"cluster_0"
"afEAbAcDf8bcc2e",77,"afEAbAcDf8bcc2e",3,"cluster_1"
"7C3F7FE2504Aac6",42,"7C3F7FE2504Aac6",4,"cluster_2"
"30f01c0D64cddCC",28,"30f01c0D64cddCC",3,"cluster_3"
"1cc9a76Ac969C65",35,"1cc9a76Ac969C65",5,"cluster_3"
"eC0611dCBf073cd",70,"eC0611dCBf073cd",3,"cluster_1"
"D0269724Af126dD",21,"D0269724Af126dD",5,"cluster_0"
"C1383cb07d0B8Bd",42,"C1383cb07d0B8Bd",4,"cluster_2"
"aDbccc11cA4Efec",21,"aDbccc11cA4Efec",2,"cluster_0"
"bE1cFFF9D19597f",63,"bE1cFFF9D19597f",2,"cluster_1"
"AbFbBdcEedb622F",49,"AbFbBdcEedb622F",5,"cluster_2"
"Cb1E7a6DB1bd6B3",49,"Cb1E7a6DB1bd6B3",5,"cluster_2"
"1Fc904023fC7Ed4",42,"1Fc904023fC7Ed4",5,"cluster_2"
"E42a820C7dd7Bc6",42,"E42a820C7dd7Bc6",5,"cluster_2"
"6144e0c53fB5E84",28,"6144e0c53fB5E84",3,"cluster_3"
"c1dF2Cd1be49EA2",49,"c1dF2Cd1be49EA2",4,"cluster_2"
"eE0BdbE08420A71",42,"eE0BdbE08420A71",4,"cluster_2"
"e8b9ab338594B44",28,"e8b9ab338594B44",2,"cluster_3"
"b2b0e867b3Ee9c1",35,"b2b0e867b3Ee9c1",2,"cluster_3"
"dccB1B79320FBdf",70,"dccB1B79320FBdf",2,"cluster_1"
"A61F341096c0d25",63,"A61F341096c0d25",4,"cluster_1"
"CeA9B60AFD2f50b",35,"CeA9B60AFD2f50b",2,"cluster_3"
"cAF5Eefea1B1eDF",21,"cAF5Eefea1B1eDF",6,"cluster_0"
"Ab112EA54e454A2",35,"Ab112EA54e454A2",2,"cluster_3"
"0EB68556E8C4DDC",56,"0EB68556E8C4DDC",2,"cluster_1"
"cCeA8F5Ff0614BB",28,"cCeA8F5Ff0614BB",6,"cluster_3"
"61Cd6Dd4dfBa0b3",42,"61Cd6Dd4dfBa0b3",4,"cluster_2"
"cCd9DcFC2a0338a",35,"cCd9DcFC2a0338a",3,"cluster_3"
"03cADd5CceDc4bD",14,"03cADd5CceDc4bD",5,"cluster_0"
"93B09bdfa5d49Bd",63,"93B09bdfa5d49Bd",2,"cluster_1"
"73d67daEbE61CB9",63,"73d67daEbE61CB9",2,"cluster_1"
"5dcF5C3b96aaa5e",42,"5dcF5C3b96aaa5e",6,"cluster_2"
"D62ecDE0Ab66dBc",21,"D62ecDE0Ab66dBc",7,"cluster_0"
"6BEdbCf77a0eCDc",42,"6BEdbCf77a0eCDc",3,"cluster_2"
"13Af6f992aB54eb",21,"13Af6f992aB54eb",6,"cluster_0"
"5C3C87A93eEaBb8",42,"5C3C87A93eEaBb8",5,"cluster_2"
"Ad97D97CfD2cFdd",35,"Ad97D97CfD2cFdd",4,"cluster_3"
"EceF2Fca8c01E5A",70,"EceF2Fca8c01E5A",3,"cluster_1"
"42E665cdadAC52C",63,"42E665cdadAC52C",3,"cluster_1"
"d7fdf52bDBF9c37",28,"d7fdf52bDBF9c37",3,"cluster_3"
"a4BF8eC633D5046",28,"a4BF8eC633D5046",2,"cluster_3"
"57a6fEa1F0CC3cF",63,"57a6fEa1F0CC3cF",2,"cluster_1"
"7F6B9FFB00EedBC",70,"7F6B9FFB00EedBC",2,"cluster_1"
"31406C3Fcfff508",63,"31406C3Fcfff508",3,"cluster_1"
"eD8ea9EF1AE13d0",63,"eD8ea9EF1AE13d0",3,"cluster_1"
"afBBCaAADd988F6",63,"afBBCaAADd988F6",3,"cluster_1"
"EfB6C0FAeaDA27e",35,"EfB6C0FAeaDA27e",2,"cluster_3"
"0F1cEAFaba0888E",7,"0F1cEAFaba0888E",5,"cluster_0"
"2A9b2519Bf06EF5",28,"2A9b2519Bf06EF5",2,"cluster_3"
"bfE1dd1Dab5bc0a",21,"bfE1dd1Dab5bc0a",3,"cluster_0"
"fb3a10289A7bec8",14,"fb3a10289A7bec8",5,"cluster_0"
"8aF61D58D2da8fa",21,"8aF61D58D2da8fa",5,"cluster_0"
"7BD27cC4c90817B",70,"7BD27cC4c90817B",2,"cluster_1"
"79c5936De39657E",63,"79c5936De39657E",2,"cluster_1"
"ac2dEF5fb9cd650",63,"ac2dEF5fb9cd650",2,"cluster_1"
"48072bdfC14cEaf",63,"48072bdfC14cEaf",3,"cluster_1"
"9dB23E3Bfffa358",42,"9dB23E3Bfffa358",4,"cluster_2"
"625d41b40f2Fa7d",35,"625d41b40f2Fa7d",3,"cluster_3"
"E5AbBa42F438b45",42,"E5AbBa42F438b45",2,"cluster_2"
"ff0978A77dDB65D",21,"ff0978A77dDB65D",5,"cluster_0"
"dbCB81Cf21C12e8",28,"dbCB81Cf21C12e8",6,"cluster_3"
"8B47853372BFDF3",35,"8B47853372BFDF3",5,"cluster_3"
"29AEe57B1FeADE2",28,"29AEe57B1FeADE2",2,"cluster_3"
"9b2D75e7B19dAA0",70,"9b2D75e7B19dAA0",2,"cluster_1"
"079D05B7e3FBaD8",42,"079D05B7e3FBaD8",4,"cluster_2"
"52d9a1D6aCC1bD1",35,"52d9a1D6aCC1bD1",2,"cluster_3"
"5Ba4565cDACCbC1",70,"5Ba4565cDACCbC1",3,"cluster_1"
"9CFCd6eEEb6E380",28,"9CFCd6eEEb6E380",2,"cluster_3"
"DF164f9bC9BC3DA",35,"DF164f9bC9BC3DA",4,"cluster_3"
"caf2bF0f6ef27DA",42,"caf2bF0f6ef27DA",5,"cluster_2"
"365debcDF127ff5",42,"365debcDF127ff5",4,"cluster_2"
"d99aE6E6caF60B5",77,"d99aE6E6caF60B5",2,"cluster_1"
"bdeDbf0042C8cbC",21,"bdeDbf0042C8cbC",5,"cluster_0"
"58Ab857eAEfCe28",42,"58Ab857eAEfCe28",4,"cluster_2"
"DB2F0cCD4a219eA",63,"DB2F0cCD4a219eA",2,"cluster_1"
"987Dc3C82eF89b4",28,"987Dc3C82eF89b4",2,"cluster_3"
"c4E59Af98A1c676",35,"c4E59Af98A1c676",2,"cluster_3"
"8ADacDfF88e4D48",63,"8ADacDfF88e4D48",3,"cluster_1"
"B63A8Cccf12f45a",14,"B63A8Cccf12f45a",6,"cluster_0"
"4cEc8f0dc869349",70,"4cEc8f0dc869349",4,"cluster_1"
"8C38aEaaeaCE4Bf",70,"8C38aEaaeaCE4Bf",3,"cluster_1"
"67DA3e8DAe3fdB7",14,"67DA3e8DAe3fdB7",6,"cluster_0"
"A3457BDbF279A9C",14,"A3457BDbF279A9C",5,"cluster_0"
"Dc43C3a59E9CBC7",63,"Dc43C3a59E9CBC7",3,"cluster_1"
"B3F5D77AcdDb3bd",21,"B3F5D77AcdDb3bd",5,"cluster_0"
"897cDA23F4E69Ac",35,"897cDA23F4E69Ac",2,"cluster_3"
"e7b5Feb3CC73C0D",14,"e7b5Feb3CC73C0D",6,"cluster_0"
"dD4bccaFda4DD80",49,"dD4bccaFda4DD80",6,"cluster_2"
"3C23fFDD0af6D9C",28,"3C23fFDD0af6D9C",3,"cluster_3"
"cCd5B5f8588CE22",42,"cCd5B5f8588CE22",4,"cluster_2"
"83cbc109Ef7a9DD",42,"83cbc109Ef7a9DD",5,"cluster_2"
"FDbFaA05EBDd5b6",70,"FDbFaA05EBDd5b6",3,"cluster_1"
"182Ef886BCCdFEB",28,"182Ef886BCCdFEB",6,"cluster_3"
"deD3efdC1E6af65",35,"deD3efdC1E6af65",2,"cluster_3"
"2ce8D53dd51Ddcb",63,"2ce8D53dd51Ddcb",4,"cluster_1"
"946C934CeA3a7AA",14,"946C934CeA3a7AA",7,"cluster_0"
"eab1a1AaDda153a",42,"eab1a1AaDda153a",4,"cluster_2"
"24B001ebDC157e2",35,"24B001ebDC157e2",3,"cluster_3"
"AE1FfcdcD20e6f8",42,"AE1FfcdcD20e6f8",5,"cluster_2"
"5c8FD6Ba888EdA5",21,"5c8FD6Ba888EdA5",5,"cluster_0"
"C27d37a2DF3f719",28,"C27d37a2DF3f719",5,"cluster_3"
"E8F8fcfdc4CD54F",14,"E8F8fcfdc4CD54F",6,"cluster_0"
"87B0c8Dfda9e4ae",63,"87B0c8Dfda9e4ae",2,"cluster_1"
"EE80b8db23Adb8C",70,"EE80b8db23Adb8C",2,"cluster_1"
"ef0DCd077f4fdE9",21,"ef0DCd077f4fdE9",6,"cluster_0"
"0bb2cC56Cd4EfC9",14,"0bb2cC56Cd4EfC9",5,"cluster_0"
"8d98fbb0D2ECB83",42,"8d98fbb0D2ECB83",5,"cluster_2"
"748fda3F1b3d9b4",14,"748fda3F1b3d9b4",4,"cluster_0"
"3fc0eE43f3B147D",21,"3fc0eE43f3B147D",6,"cluster_0"
"bB5D9ef2cac60c9",63,"bB5D9ef2cac60c9",2,"cluster_1"
"2BAc0F1A0eAB09f",49,"2BAc0F1A0eAB09f",4,"cluster_2"
"40f596bBaFaDd59",35,"40f596bBaFaDd59",4,"cluster_3"
"E7c605F63D6a776",21,"E7c605F63D6a776",5,"cluster_0"
"54149da35e3FAde",42,"54149da35e3FAde",3,"cluster_2"
"8E66EA90EeDeDa7",42,"8E66EA90EeDeDa7",4,"cluster_2"
"fEf30F924271CDe",14,"fEf30F924271CDe",6,"cluster_0"
"d097EbD56b0DD0d",42,"d097EbD56b0DD0d",2,"cluster_2"
"a56e4Fb3f5EbE36",14,"a56e4Fb3f5EbE36",6,"cluster_0"
"53185A343FCaa16",42,"53185A343FCaa16",5,"cluster_2"
"debE6bd06f4972D",21,"debE6bd06f4972D",5,"cluster_0"
"44ca4C9c788199F",70,"44ca4C9c788199F",2,"cluster_1"
"Cd9819BcbeBa16a",63,"Cd9819BcbeBa16a",2,"cluster_1"
"2Cb8e4cDfFd2B16",63,"2Cb8e4cDfFd2B16",2,"cluster_1"
"F3f4bFC5De09AbC",35,"F3f4bFC5De09AbC",2,"cluster_3"
"2FaeEaBf7bCFbfc",63,"2FaeEaBf7bCFbfc",2,"cluster_1"
"847EbeEF397eaD8",28,"847EbeEF397eaD8",3,"cluster_3"
"38f8D6757FEDaB8",21,"38f8D6757FEDaB8",6,"cluster_0"
"0dACe71Afc4fD74",28,"0dACe71Afc4fD74",3,"cluster_3"
"eb01Ac8f3969Ff6",35,"eb01Ac8f3969Ff6",2,"cluster_3"
"4123B82958ca9bE",42,"4123B82958ca9bE",4,"cluster_2"
"7af3d638A60d90E",14,"7af3d638A60d90E",5,"cluster_0"
"96eBEea5CDcD765",35,"96eBEea5CDcD765",4,"cluster_3"
"FfedFe0D81b851B",35,"FfedFe0D81b851B",2,"cluster_3"
"Ad112D12b85272F",70,"Ad112D12b85272F",3,"cluster_1"
"cb4dBcA2eb7B2F3",35,"cb4dBcA2eb7B2F3",4,"cluster_3"
"9E7fDd69d850b4c",35,"9E7fDd69d850b4c",2,"cluster_3"
"C4b1550E6cb79e6",14,"C4b1550E6cb79e6",6,"cluster_0"
"CBbF134C77Ffc95",21,"CBbF134C77Ffc95",5,"cluster_0"
"FF1BC3CcbfbFE9C",28,"FF1BC3CcbfbFE9C",4,"cluster_3"
"34F5c95D6f6D2B6",63,"34F5c95D6f6D2B6",3,"cluster_1"
"B36A14f9f0fCe6c",14,"B36A14f9f0fCe6c",5,"cluster_0"
"d3Ee6fCB0C66cA4",14,"d3Ee6fCB0C66cA4",5,"cluster_0"
"8A16F59Abbea2f2",35,"8A16F59Abbea2f2",6,"cluster_3"
"2319d9d5d66263A",42,"2319d9d5d66263A",5,"cluster_2"
"bfA9bbac66dC1C0",35,"bfA9bbac66dC1C0",3,"cluster_3"
"9dEAc1Ccf2Bad53",14,"9dEAc1Ccf2Bad53",6,"cluster_0"
"bdBBC035b37ff6A",28,"bdBBC035b37ff6A",2,"cluster_3"
"8CD96EbBA7AFCEa",21,"8CD96EbBA7AFCEa",3,"cluster_0"
"1594ED9A4F92e52",35,"1594ED9A4F92e52",2,"cluster_3"
"63A8D6FD99Bb2bB",28,"63A8D6FD99Bb2bB",2,"cluster_3"
"DDAd7Fe602DBEBF",28,"DDAd7Fe602DBEBF",2,"cluster_3"
"C57A3C9bbaBBB6b",21,"C57A3C9bbaBBB6b",6,"cluster_0"
"fe68eeA53cfdbd4",28,"fe68eeA53cfdbd4",2,"cluster_3"
"F571d7021ea9Afa",28,"F571d7021ea9Afa",2,"cluster_3"
"3c0aDbc9917bd5E",63,"3c0aDbc9917bd5E",3,"cluster_1"
"2ac0Ea4B5F6d64d",42,"2ac0Ea4B5F6d64d",4,"cluster_2"
"368f3E10fd56Cb8",42,"368f3E10fd56Cb8",5,"cluster_2"
"5ba69D2442C3dC2",14,"5ba69D2442C3dC2",6,"cluster_0"
"E5572d70eb9a450",70,"E5572d70eb9a450",3,"cluster_1"
"CD849ABf19d73cf",70,"CD849ABf19d73cf",3,"cluster_1"
"3C48fb4ED252f3a",21,"3C48fb4ED252f3a",3,"cluster_0"
"86DAAb5a9f038CC",14,"86DAAb5a9f038CC",5,"cluster_0"
"645c6C4edF1dE5C",63,"645c6C4edF1dE5C",2,"cluster_1"
"3DE9097903b8a91",42,"3DE9097903b8a91",5,"cluster_2"
"28f5E41cff6C4FC",35,"28f5E41cff6C4FC",4,"cluster_3"
"5D0BC2fbfF6cBc2",70,"5D0BC2fbfF6cBc2",2,"cluster_1"
"43aef3682c3303e",14,"43aef3682c3303e",6,"cluster_0"
"6Ca1E290eB9ACaf",7,"6Ca1E290eB9ACaf",5,"cluster_0"
"DEE3ABAAcdCcf96",70,"DEE3ABAAcdCcf96",3,"cluster_1"
"e4BE3F91Afb9809",21,"e4BE3F91Afb9809",6,"cluster_0"
"9cfF106caac9bBD",21,"9cfF106caac9bBD",6,"cluster_0"
"dAbE7095F0bCbCa",28,"dAbE7095F0bCbCa",3,"cluster_3"
"57ebd9BFC921c21",14,"57ebd9BFC921c21",6,"cluster_0"
"b978E479A5CFCe1",14,"b978E479A5CFCe1",6,"cluster_0"
"EA0fCEBa8530766",42,"EA0fCEBa8530766",5,"cluster_2"
"aC7CdB2b820a09e",63,"aC7CdB2b820a09e",4,"cluster_1"
"C5D3d68c51c1dCA",70,"C5D3d68c51c1dCA",3,"cluster_1"
"B21Fc3358EE006A",21,"B21Fc3358EE006A",6,"cluster_0"
"7D9Af8756A4ec5f",28,"7D9Af8756A4ec5f",2,"cluster_3"
"820Eb2Eb03c78fb",63,"820Eb2Eb03c78fb",2,"cluster_1"
"6FF6B10947106Ea",21,"6FF6B10947106Ea",6,"cluster_0"
"c0BdD9bDeF5c5eE",28,"c0BdD9bDeF5c5eE",3,"cluster_3"
"36d24c1B9Db9255",63,"36d24c1B9Db9255",2,"cluster_1"
"89a7F59896d0887",63,"89a7F59896d0887",2,"cluster_1"
"B69Fe6BF7c1417E",70,"B69Fe6BF7c1417E",3,"cluster_1"
"473c6FB6Dd01f4d",21,"473c6FB6Dd01f4d",5,"cluster_0"
"BFC843F59C9e7F3",63,"BFC843F59C9e7F3",2,"cluster_1"
"ea712fD9f6baAE1",28,"ea712fD9f6baAE1",3,"cluster_3"
"EC6A6f1bfc2fEB2",21,"EC6A6f1bfc2fEB2",6,"cluster_0"
"DD61a48bEaCc7eF",28,"DD61a48bEaCc7eF",2,"cluster_3"
"6e4e3eFcbf58A93",21,"6e4e3eFcbf58A93",6,"cluster_0"
"Dd5FB925AFd83b7",28,"Dd5FB925AFd83b7",6,"cluster_3"
"d95bfb651055c0A",21,"d95bfb651055c0A",6,"cluster_0"
"082c555cAAaDde7",70,"082c555cAAaDde7",2,"cluster_1"
"8D59E0695aBb7dc",42,"8D59E0695aBb7dc",4,"cluster_2"
"C820cE7ece151D9",49,"C820cE7ece151D9",5,"cluster_2"
"60A61EEA04FcF11",63,"60A61EEA04FcF11",3,"cluster_1"
"DB635436b4dC274",21,"DB635436b4dC274",5,"cluster_0"
"7307a576e3fDD02",35,"7307a576e3fDD02",2,"cluster_3"
"96dB4ddFEe6C743",35,"96dB4ddFEe6C743",2,"cluster_3"
"625ea28bB3A2ddE",70,"625ea28bB3A2ddE",3,"cluster_1"
"3C57b1ae63EF2dD",21,"3C57b1ae63EF2dD",5,"cluster_0"
"6BB4A9a8196dDB9",42,"6BB4A9a8196dDB9",5,"cluster_2"
"8FAbbC1d5DCe83F",35,"8FAbbC1d5DCe83F",3,"cluster_3"
"7E39cD5c3E1A9a9",42,"7E39cD5c3E1A9a9",5,"cluster_2"
"2ed2AbeaFa5cA67",21,"2ed2AbeaFa5cA67",5,"cluster_0"
"eC2B4b44d6BF2B5",14,"eC2B4b44d6BF2B5",6,"cluster_0"
"dc35DaBC18d1bF1",42,"dc35DaBC18d1bF1",4,"cluster_2"
"fB61bf524b0Ae56",63,"fB61bf524b0Ae56",3,"cluster_1"
"005B7eaBFde3Ff0",35,"005B7eaBFde3Ff0",3,"cluster_3"
"F4DE70b0fF224Ba",70,"F4DE70b0fF224Ba",3,"cluster_1"
"cEC4d0AA6C25c9D",28,"cEC4d0AA6C25c9D",2,"cluster_3"
"cbDA1aAefB1404D",14,"cbDA1aAefB1404D",5,"cluster_0"
"78fccF01abFA1c3",14,"78fccF01abFA1c3",6,"cluster_0"
"6efE487FD062fDD",35,"6efE487FD062fDD",3,"cluster_3"
"75e93d88BEeD7Cd",21,"75e93d88BEeD7Cd",5,"cluster_0"
"EDA6C46396139EC",21,"EDA6C46396139EC",5,"cluster_0"
"9dCbc004EfDb11c",35,"9dCbc004EfDb11c",4,"cluster_3"
"AE0ead397a850cC",14,"AE0ead397a850cC",5,"cluster_0"
"9Fdf846C1B6DCc8",63,"9Fdf846C1B6DCc8",2,"cluster_1"
"a5F41f9F1f75e4D",14,"a5F41f9F1f75e4D",4,"cluster_0"
"77184cEa41B9dCe",28,"77184cEa41B9dCe",2,"cluster_3"
