"customer_id","age","customer_id (right)","visit_count"
"CD920b289A1409A",63,"CD920b289A1409A",2
"5cDd94C6FC8F2Ee",42,"5cDd94C6FC8F2Ee",2
"e93b5A3cA7f28Dc",63,"e93b5A3cA7f28Dc",3
"3eB5Dac4d8a9855",35,"3eB5Dac4d8a9855",2
"D7810CDBaFaF4aC",21,"D7810CDBaFaF4aC",6
"4F7f9eCa7B300D5",28,"4F7f9eCa7B300D5",2
"adDCE4F222F74CF",35,"adDCE4F222F74CF",3
"a5Ec555C948ceB5",21,"a5Ec555C948ceB5",6
"111E9CbcEe9E0fc",70,"111E9CbcEe9E0fc",2
"49AcAE8Ecf0B01a",42,"49AcAE8Ecf0B01a",4
"D76EeeC7F3dBA50",35,"D76EeeC7F3dBA50",3
"608F2cBEF0aFe1d",28,"608F2cBEF0aFe1d",2
"6804affEA03a08D",42,"6804affEA03a08D",5
"bfA3B9AF96f5ae5",42,"bfA3B9AF96f5ae5",5
"bfBB64146Cf92F4",14,"bfBB64146Cf92F4",6
"bCBD3adCFe53eAa",70,"bCBD3adCFe53eAa",3
"d1D1C9bc84bA6C6",28,"d1D1C9bc84bA6C6",3
"D14Bba6ca1B2f1d",49,"D14Bba6ca1B2f1d",5
"aD00cF23ceDA6F0",14,"aD00cF23ceDA6F0",5
"8adF9b9d99D9ea1",63,"8adF9b9d99D9ea1",4
"c25EBAdfd9939b6",28,"c25EBAdfd9939b6",2
"c23a5CbF2ed52da",63,"c23a5CbF2ed52da",3
"161a6Ac107DeaD0",35,"161a6Ac107DeaD0",2
"fa8b6cEcbdF52f7",21,"fa8b6cEcbdF52f7",5
"Bcf4781a01cEDF2",14,"Bcf4781a01cEDF2",6
"E6c4cbD1ddeC8d1",28,"E6c4cbD1ddeC8d1",5
"c8FEB81AaEaEc8c",49,"c8FEB81AaEaEc8c",5
"9BbCbfFE7b1E45a",42,"9BbCbfFE7b1E45a",4
"aaa5AAfEDF4FFdB",35,"aaa5AAfEDF4FFdB",5
"f7a006A82Be2E5C",14,"f7a006A82Be2E5C",5
"B2bE7A3EfaCc5ac",35,"B2bE7A3EfaCc5ac",2
"944Bfaac7EBCaD8",49,"944Bfaac7EBCaD8",4
"a172f8d04cd8EC2",63,"a172f8d04cd8EC2",2
"aDBf9B5053152c8",35,"aDBf9B5053152c8",4
"Eb5e362DF6d0D8F",42,"Eb5e362DF6d0D8F",2
"0A67dcf88485b94",63,"0A67dcf88485b94",3
"07477a5Db2dAcdd",21,"07477a5Db2dAcdd",6
"afEAbAcDf8bcc2e",77,"afEAbAcDf8bcc2e",3
"7C3F7FE2504Aac6",42,"7C3F7FE2504Aac6",4
"30f01c0D64cddCC",28,"30f01c0D64cddCC",3
"1cc9a76Ac969C65",35,"1cc9a76Ac969C65",5
"eC0611dCBf073cd",70,"eC0611dCBf073cd",3
"D0269724Af126dD",21,"D0269724Af126dD",5
"C1383cb07d0B8Bd",42,"C1383cb07d0B8Bd",4
"aDbccc11cA4Efec",21,"aDbccc11cA4Efec",2
"bE1cFFF9D19597f",63,"bE1cFFF9D19597f",2
"AbFbBdcEedb622F",49,"AbFbBdcEedb622F",5
"Cb1E7a6DB1bd6B3",49,"Cb1E7a6DB1bd6B3",5
"1Fc904023fC7Ed4",42,"1Fc904023fC7Ed4",5
"E42a820C7dd7Bc6",42,"E42a820C7dd7Bc6",5
"6144e0c53fB5E84",28,"6144e0c53fB5E84",3
"c1dF2Cd1be49EA2",49,"c1dF2Cd1be49EA2",4
"eE0BdbE08420A71",42,"eE0BdbE08420A71",4
"e8b9ab338594B44",28,"e8b9ab338594B44",2
"b2b0e867b3Ee9c1",35,"b2b0e867b3Ee9c1",2
"dccB1B79320FBdf",70,"dccB1B79320FBdf",2
"A61F341096c0d25",63,"A61F341096c0d25",4
"CeA9B60AFD2f50b",35,"CeA9B60AFD2f50b",2
"cAF5Eefea1B1eDF",21,"cAF5Eefea1B1eDF",6
"Ab112EA54e454A2",35,"Ab112EA54e454A2",2
"0EB68556E8C4DDC",56,"0EB68556E8C4DDC",2
"cCeA8F5Ff0614BB",28,"cCeA8F5Ff0614BB",6
"61Cd6Dd4dfBa0b3",42,"61Cd6Dd4dfBa0b3",4
"cCd9DcFC2a0338a",35,"cCd9DcFC2a0338a",3
"03cADd5CceDc4bD",14,"03cADd5CceDc4bD",5
"93B09bdfa5d49Bd",63,"93B09bdfa5d49Bd",2
"73d67daEbE61CB9",63,"73d67daEbE61CB9",2
"5dcF5C3b96aaa5e",42,"5dcF5C3b96aaa5e",6
"D62ecDE0Ab66dBc",21,"D62ecDE0Ab66dBc",7
"6BEdbCf77a0eCDc",42,"6BEdbCf77a0eCDc",3
"13Af6f992aB54eb",21,"13Af6f992aB54eb",6
"5C3C87A93eEaBb8",42,"5C3C87A93eEaBb8",5
"Ad97D97CfD2cFdd",35,"Ad97D97CfD2cFdd",4
"EceF2Fca8c01E5A",70,"EceF2Fca8c01E5A",3
"42E665cdadAC52C",63,"42E665cdadAC52C",3
"d7fdf52bDBF9c37",28,"d7fdf52bDBF9c37",3
"a4BF8eC633D5046",28,"a4BF8eC633D5046",2
"57a6fEa1F0CC3cF",63,"57a6fEa1F0CC3cF",2
"7F6B9FFB00EedBC",70,"7F6B9FFB00EedBC",2
"31406C3Fcfff508",63,"31406C3Fcfff508",3
"eD8ea9EF1AE13d0",63,"eD8ea9EF1AE13d0",3
"afBBCaAADd988F6",63,"afBBCaAADd988F6",3
"EfB6C0FAeaDA27e",35,"EfB6C0FAeaDA27e",2
"0F1cEAFaba0888E",7,"0F1cEAFaba0888E",5
"2A9b2519Bf06EF5",28,"2A9b2519Bf06EF5",2
"bfE1dd1Dab5bc0a",21,"bfE1dd1Dab5bc0a",3
"fb3a10289A7bec8",14,"fb3a10289A7bec8",5
"8aF61D58D2da8fa",21,"8aF61D58D2da8fa",5
"7BD27cC4c90817B",70,"7BD27cC4c90817B",2
"79c5936De39657E",63,"79c5936De39657E",2
"ac2dEF5fb9cd650",63,"ac2dEF5fb9cd650",2
"48072bdfC14cEaf",63,"48072bdfC14cEaf",3
"9dB23E3Bfffa358",42,"9dB23E3Bfffa358",4
"625d41b40f2Fa7d",35,"625d41b40f2Fa7d",3
"E5AbBa42F438b45",42,"E5AbBa42F438b45",2
"ff0978A77dDB65D",21,"ff0978A77dDB65D",5
"dbCB81Cf21C12e8",28,"dbCB81Cf21C12e8",6
"8B47853372BFDF3",35,"8B47853372BFDF3",5
"29AEe57B1FeADE2",28,"29AEe57B1FeADE2",2
"9b2D75e7B19dAA0",70,"9b2D75e7B19dAA0",2
"079D05B7e3FBaD8",42,"079D05B7e3FBaD8",4
"52d9a1D6aCC1bD1",35,"52d9a1D6aCC1bD1",2
"5Ba4565cDACCbC1",70,"5Ba4565cDACCbC1",3
"9CFCd6eEEb6E380",28,"9CFCd6eEEb6E380",2
"DF164f9bC9BC3DA",35,"DF164f9bC9BC3DA",4
"caf2bF0f6ef27DA",42,"caf2bF0f6ef27DA",5
"365debcDF127ff5",42,"365debcDF127ff5",4
"d99aE6E6caF60B5",77,"d99aE6E6caF60B5",2
"bdeDbf0042C8cbC",21,"bdeDbf0042C8cbC",5
"58Ab857eAEfCe28",42,"58Ab857eAEfCe28",4
"DB2F0cCD4a219eA",63,"DB2F0cCD4a219eA",2
"987Dc3C82eF89b4",28,"987Dc3C82eF89b4",2
"c4E59Af98A1c676",35,"c4E59Af98A1c676",2
"8ADacDfF88e4D48",63,"8ADacDfF88e4D48",3
"B63A8Cccf12f45a",14,"B63A8Cccf12f45a",6
"4cEc8f0dc869349",70,"4cEc8f0dc869349",4
"8C38aEaaeaCE4Bf",70,"8C38aEaaeaCE4Bf",3
"67DA3e8DAe3fdB7",14,"67DA3e8DAe3fdB7",6
"A3457BDbF279A9C",14,"A3457BDbF279A9C",5
"Dc43C3a59E9CBC7",63,"Dc43C3a59E9CBC7",3
"B3F5D77AcdDb3bd",21,"B3F5D77AcdDb3bd",5
"897cDA23F4E69Ac",35,"897cDA23F4E69Ac",2
"e7b5Feb3CC73C0D",14,"e7b5Feb3CC73C0D",6
"dD4bccaFda4DD80",49,"dD4bccaFda4DD80",6
"3C23fFDD0af6D9C",28,"3C23fFDD0af6D9C",3
"cCd5B5f8588CE22",42,"cCd5B5f8588CE22",4
"83cbc109Ef7a9DD",42,"83cbc109Ef7a9DD",5
"FDbFaA05EBDd5b6",70,"FDbFaA05EBDd5b6",3
"182Ef886BCCdFEB",28,"182Ef886BCCdFEB",6
"deD3efdC1E6af65",35,"deD3efdC1E6af65",2
"2ce8D53dd51Ddcb",63,"2ce8D53dd51Ddcb",4
"946C934CeA3a7AA",14,"946C934CeA3a7AA",7
"eab1a1AaDda153a",42,"eab1a1AaDda153a",4
"24B001ebDC157e2",35,"24B001ebDC157e2",3
"AE1FfcdcD20e6f8",42,"AE1FfcdcD20e6f8",5
"5c8FD6Ba888EdA5",21,"5c8FD6Ba888EdA5",5
"C27d37a2DF3f719",28,"C27d37a2DF3f719",5
"E8F8fcfdc4CD54F",14,"E8F8fcfdc4CD54F",6
"87B0c8Dfda9e4ae",63,"87B0c8Dfda9e4ae",2
"EE80b8db23Adb8C",70,"EE80b8db23Adb8C",2
"ef0DCd077f4fdE9",21,"ef0DCd077f4fdE9",6
"0bb2cC56Cd4EfC9",14,"0bb2cC56Cd4EfC9",5
"8d98fbb0D2ECB83",42,"8d98fbb0D2ECB83",5
"748fda3F1b3d9b4",14,"748fda3F1b3d9b4",4
"3fc0eE43f3B147D",21,"3fc0eE43f3B147D",6
"bB5D9ef2cac60c9",63,"bB5D9ef2cac60c9",2
"2BAc0F1A0eAB09f",49,"2BAc0F1A0eAB09f",4
"40f596bBaFaDd59",35,"40f596bBaFaDd59",4
"E7c605F63D6a776",21,"E7c605F63D6a776",5
"54149da35e3FAde",42,"54149da35e3FAde",3
"8E66EA90EeDeDa7",42,"8E66EA90EeDeDa7",4
"fEf30F924271CDe",14,"fEf30F924271CDe",6
"d097EbD56b0DD0d",42,"d097EbD56b0DD0d",2
"a56e4Fb3f5EbE36",14,"a56e4Fb3f5EbE36",6
"53185A343FCaa16",42,"53185A343FCaa16",5
"debE6bd06f4972D",21,"debE6bd06f4972D",5
"44ca4C9c788199F",70,"44ca4C9c788199F",2
"Cd9819BcbeBa16a",63,"Cd9819BcbeBa16a",2
"2Cb8e4cDfFd2B16",63,"2Cb8e4cDfFd2B16",2
"F3f4bFC5De09AbC",35,"F3f4bFC5De09AbC",2
"2FaeEaBf7bCFbfc",63,"2FaeEaBf7bCFbfc",2
"847EbeEF397eaD8",28,"847EbeEF397eaD8",3
"38f8D6757FEDaB8",21,"38f8D6757FEDaB8",6
"0dACe71Afc4fD74",28,"0dACe71Afc4fD74",3
"eb01Ac8f3969Ff6",35,"eb01Ac8f3969Ff6",2
"4123B82958ca9bE",42,"4123B82958ca9bE",4
"7af3d638A60d90E",14,"7af3d638A60d90E",5
"96eBEea5CDcD765",35,"96eBEea5CDcD765",4
"FfedFe0D81b851B",35,"FfedFe0D81b851B",2
"Ad112D12b85272F",70,"Ad112D12b85272F",3
"cb4dBcA2eb7B2F3",35,"cb4dBcA2eb7B2F3",4
"9E7fDd69d850b4c",35,"9E7fDd69d850b4c",2
"C4b1550E6cb79e6",14,"C4b1550E6cb79e6",6
"CBbF134C77Ffc95",21,"CBbF134C77Ffc95",5
"FF1BC3CcbfbFE9C",28,"FF1BC3CcbfbFE9C",4
"34F5c95D6f6D2B6",63,"34F5c95D6f6D2B6",3
"B36A14f9f0fCe6c",14,"B36A14f9f0fCe6c",5
"d3Ee6fCB0C66cA4",14,"d3Ee6fCB0C66cA4",5
"8A16F59Abbea2f2",35,"8A16F59Abbea2f2",6
"2319d9d5d66263A",42,"2319d9d5d66263A",5
"bfA9bbac66dC1C0",35,"bfA9bbac66dC1C0",3
"9dEAc1Ccf2Bad53",14,"9dEAc1Ccf2Bad53",6
"bdBBC035b37ff6A",28,"bdBBC035b37ff6A",2
"8CD96EbBA7AFCEa",21,"8CD96EbBA7AFCEa",3
"1594ED9A4F92e52",35,"1594ED9A4F92e52",2
"63A8D6FD99Bb2bB",28,"63A8D6FD99Bb2bB",2
"DDAd7Fe602DBEBF",28,"DDAd7Fe602DBEBF",2
"C57A3C9bbaBBB6b",21,"C57A3C9bbaBBB6b",6
"fe68eeA53cfdbd4",28,"fe68eeA53cfdbd4",2
"F571d7021ea9Afa",28,"F571d7021ea9Afa",2
"3c0aDbc9917bd5E",63,"3c0aDbc9917bd5E",3
"2ac0Ea4B5F6d64d",42,"2ac0Ea4B5F6d64d",4
"368f3E10fd56Cb8",42,"368f3E10fd56Cb8",5
"5ba69D2442C3dC2",14,"5ba69D2442C3dC2",6
"E5572d70eb9a450",70,"E5572d70eb9a450",3
"CD849ABf19d73cf",70,"CD849ABf19d73cf",3
"3C48fb4ED252f3a",21,"3C48fb4ED252f3a",3
"86DAAb5a9f038CC",14,"86DAAb5a9f038CC",5
"645c6C4edF1dE5C",63,"645c6C4edF1dE5C",2
"3DE9097903b8a91",42,"3DE9097903b8a91",5
"28f5E41cff6C4FC",35,"28f5E41cff6C4FC",4
"5D0BC2fbfF6cBc2",70,"5D0BC2fbfF6cBc2",2
"43aef3682c3303e",14,"43aef3682c3303e",6
"6Ca1E290eB9ACaf",7,"6Ca1E290eB9ACaf",5
"DEE3ABAAcdCcf96",70,"DEE3ABAAcdCcf96",3
"e4BE3F91Afb9809",21,"e4BE3F91Afb9809",6
"9cfF106caac9bBD",21,"9cfF106caac9bBD",6
"dAbE7095F0bCbCa",28,"dAbE7095F0bCbCa",3
"57ebd9BFC921c21",14,"57ebd9BFC921c21",6
"b978E479A5CFCe1",14,"b978E479A5CFCe1",6
"EA0fCEBa8530766",42,"EA0fCEBa8530766",5
"aC7CdB2b820a09e",63,"aC7CdB2b820a09e",4
"C5D3d68c51c1dCA",70,"C5D3d68c51c1dCA",3
"B21Fc3358EE006A",21,"B21Fc3358EE006A",6
"7D9Af8756A4ec5f",28,"7D9Af8756A4ec5f",2
"820Eb2Eb03c78fb",63,"820Eb2Eb03c78fb",2
"6FF6B10947106Ea",21,"6FF6B10947106Ea",6
"c0BdD9bDeF5c5eE",28,"c0BdD9bDeF5c5eE",3
"36d24c1B9Db9255",63,"36d24c1B9Db9255",2
"89a7F59896d0887",63,"89a7F59896d0887",2
"B69Fe6BF7c1417E",70,"B69Fe6BF7c1417E",3
"473c6FB6Dd01f4d",21,"473c6FB6Dd01f4d",5
"BFC843F59C9e7F3",63,"BFC843F59C9e7F3",2
"ea712fD9f6baAE1",28,"ea712fD9f6baAE1",3
"EC6A6f1bfc2fEB2",21,"EC6A6f1bfc2fEB2",6
"DD61a48bEaCc7eF",28,"DD61a48bEaCc7eF",2
"6e4e3eFcbf58A93",21,"6e4e3eFcbf58A93",6
"Dd5FB925AFd83b7",28,"Dd5FB925AFd83b7",6
"d95bfb651055c0A",21,"d95bfb651055c0A",6
"082c555cAAaDde7",70,"082c555cAAaDde7",2
"8D59E0695aBb7dc",42,"8D59E0695aBb7dc",4
"C820cE7ece151D9",49,"C820cE7ece151D9",5
"60A61EEA04FcF11",63,"60A61EEA04FcF11",3
"DB635436b4dC274",21,"DB635436b4dC274",5
"7307a576e3fDD02",35,"7307a576e3fDD02",2
"96dB4ddFEe6C743",35,"96dB4ddFEe6C743",2
"625ea28bB3A2ddE",70,"625ea28bB3A2ddE",3
"3C57b1ae63EF2dD",21,"3C57b1ae63EF2dD",5
"6BB4A9a8196dDB9",42,"6BB4A9a8196dDB9",5
"8FAbbC1d5DCe83F",35,"8FAbbC1d5DCe83F",3
"7E39cD5c3E1A9a9",42,"7E39cD5c3E1A9a9",5
"2ed2AbeaFa5cA67",21,"2ed2AbeaFa5cA67",5
"eC2B4b44d6BF2B5",14,"eC2B4b44d6BF2B5",6
"dc35DaBC18d1bF1",42,"dc35DaBC18d1bF1",4
"fB61bf524b0Ae56",63,"fB61bf524b0Ae56",3
"005B7eaBFde3Ff0",35,"005B7eaBFde3Ff0",3
"F4DE70b0fF224Ba",70,"F4DE70b0fF224Ba",3
"cEC4d0AA6C25c9D",28,"cEC4d0AA6C25c9D",2
"cbDA1aAefB1404D",14,"cbDA1aAefB1404D",5
"78fccF01abFA1c3",14,"78fccF01abFA1c3",6
"6efE487FD062fDD",35,"6efE487FD062fDD",3
"75e93d88BEeD7Cd",21,"75e93d88BEeD7Cd",5
"EDA6C46396139EC",21,"EDA6C46396139EC",5
"9dCbc004EfDb11c",35,"9dCbc004EfDb11c",4
"AE0ead397a850cC",14,"AE0ead397a850cC",5
"9Fdf846C1B6DCc8",63,"9Fdf846C1B6DCc8",2
"a5F41f9F1f75e4D",14,"a5F41f9F1f75e4D",4
"77184cEa41B9dCe",28,"77184cEa41B9dCe",2
"a2c23daDf58C5Df",42,"a2c23daDf58C5Df",4
"B398dCF533B1E6A",42,"B398dCF533B1E6A",6
"9a0bA113c3B5eCe",28,"9a0bA113c3B5eCe",7
"95D1eCc3dEFBDF0",14,"95D1eCc3dEFBDF0",6
"BbBc3aAdB02d19D",70,"BbBc3aAdB02d19D",3
"D12e4c2C29dEeAd",21,"D12e4c2C29dEeAd",5
"2aF3Ed5f45554dC",63,"2aF3Ed5f45554dC",3
"eAbD3D1A3afFbD5",28,"eAbD3D1A3afFbD5",2
"889140d9A448d87",35,"889140d9A448d87",4
"Dcbfd49d369BaF6",35,"Dcbfd49d369BaF6",5
"b8B8Fa5c5d61Ac1",14,"b8B8Fa5c5d61Ac1",5
"d5Ddb78db4Be5C1",28,"d5Ddb78db4Be5C1",6
"d3cd8eCAFE5e7dC",70,"d3cd8eCAFE5e7dC",2
"dd60278AFb4Dbe3",28,"dd60278AFb4Dbe3",2
"CfE785dae51c9Dc",28,"CfE785dae51c9Dc",3
"Ac2FBbAC3c03Fab",35,"Ac2FBbAC3c03Fab",2
"C76B1acC67dfD4F",42,"C76B1acC67dfD4F",4
"B6cBd6e5ef3ac3a",49,"B6cBd6e5ef3ac3a",4
"63F976eb588ef73",42,"63F976eb588ef73",4
"F7dC4c1739D9Cc0",35,"F7dC4c1739D9Cc0",3
"77F732Db8A13fca",49,"77F732Db8A13fca",4
"3DB180Af3967c04",42,"3DB180Af3967c04",5
"5E8fc3c8447AaEd",35,"5E8fc3c8447AaEd",5
"B846722C8B8bAa9",21,"B846722C8B8bAa9",2
"29094Dd7C6D1AF1",21,"29094Dd7C6D1AF1",6
"a4D5b8c1aC9d7CE",14,"a4D5b8c1aC9d7CE",6
"5A5E326Da2bDBbD",70,"5A5E326Da2bDBbD",3
"e6518Dc7eD1A05d",14,"e6518Dc7eD1A05d",6
"acE401CfDddC5B1",35,"acE401CfDddC5B1",2
"CA6fCCB31EDdFb2",42,"CA6fCCB31EDdFb2",5
"d3ad3CeeFbBB569",14,"d3ad3CeeFbBB569",6
"527A0B16F0F0bcD",7,"527A0B16F0F0bcD",6
"Ae3bd3194F6ab3f",35,"Ae3bd3194F6ab3f",5
"E72bA0ED6A21fdb",14,"E72bA0ED6A21fdb",6
"069348492B0640D",28,"069348492B0640D",2
"9eb1f77FB0c30Ee",35,"9eb1f77FB0c30Ee",2
"3DC76Ee2ac490d3",7,"3DC76Ee2ac490d3",5
"5889FcbeefFEc04",35,"5889FcbeefFEc04",2
"375fcB1B4413bea",63,"375fcB1B4413bea",3
"0b943535caf7d83",42,"0b943535caf7d83",3
"ec51d11aB5ea107",21,"ec51d11aB5ea107",6
"d0AdbA0c5B0aD4B",28,"d0AdbA0c5B0aD4B",6
"B9b8eb6dEe6E0Eb",35,"B9b8eb6dEe6E0Eb",4
"8FF5442BB075Ba8",35,"8FF5442BB075Ba8",2
"bE58F31Feb17Ceb",70,"bE58F31Feb17Ceb",3
"A54E529cDf1d3e4",35,"A54E529cDf1d3e4",4
"ed10b530e088bf8",42,"ed10b530e088bf8",4
"0e9e80ECb2012aa",28,"0e9e80ECb2012aa",2
"8eab5b9a7FBdCAb",70,"8eab5b9a7FBdCAb",3
"7aea2ded6EAaaEa",14,"7aea2ded6EAaaEa",7
"6aafCA6cEaFD900",21,"6aafCA6cEaFD900",5
"b2D20aA0c01D3d6",63,"b2D20aA0c01D3d6",2
"c42445eCBA58c7E",42,"c42445eCBA58c7E",5
"398B0B25c844f7d",21,"398B0B25c844f7d",6
"e0E5D9E0fDCf173",35,"e0E5D9E0fDCf173",4
"8BCE40CFaA0AD0D",35,"8BCE40CFaA0AD0D",2
"6bE5AeDDFDAfdeC",42,"6bE5AeDDFDAfdeC",4
"0B11fEe7143B74a",14,"0B11fEe7143B74a",6
"66d437A2Cb0b39d",63,"66d437A2Cb0b39d",2
"5Eadc0fbD1Ff376",28,"5Eadc0fbD1Ff376",3
"325E99c12bCb83e",28,"325E99c12bCb83e",2
"5Cf2237C4DB83AD",70,"5Cf2237C4DB83AD",2
"CfE0C9d6AA26fBC",28,"CfE0C9d6AA26fBC",3
"a629b4CEDbEab54",14,"a629b4CEDbEab54",5
"9DCdeb8dAFE6755",63,"9DCdeb8dAFE6755",2
"4Bc17CC0fC1f7a9",28,"4Bc17CC0fC1f7a9",3
"dd86a09E581e296",35,"dd86a09E581e296",2
"b99249F1aFEA878",35,"b99249F1aFEA878",2
"d1BD5fecFaA94a5",70,"d1BD5fecFaA94a5",3
"a7362E6eDAa79Ea",42,"a7362E6eDAa79Ea",5
"1f930E2FB6E7Df9",35,"1f930E2FB6E7Df9",5
"Db481e568F22b9A",21,"Db481e568F22b9A",5
"bDD5afb988F25A8",35,"bDD5afb988F25A8",2
"E37D773a4e1e975",7,"E37D773a4e1e975",5
"9ecDfa620A5BC12",21,"9ecDfa620A5BC12",6
"9ACCF2a82796eDd",42,"9ACCF2a82796eDd",5
"Ff6D564a3cD2E63",42,"Ff6D564a3cD2E63",4
"1C4429C098Cc85e",28,"1C4429C098Cc85e",3
"A49AEcD674d69E9",42,"A49AEcD674d69E9",5
"2Dc21aD2e041B5b",21,"2Dc21aD2e041B5b",7
"7abECa1DdB74220",63,"7abECa1DdB74220",2
"60Fb87dFccDEF4e",42,"60Fb87dFccDEF4e",5
"57BdF6111EdE1a4",63,"57BdF6111EdE1a4",3
"8759D09d5fC092e",28,"8759D09d5fC092e",3
"61A2d4d1Bc5AD37",14,"61A2d4d1Bc5AD37",6
